kicks,kicks_prop,marks,marks_prop,handballs,handballs_prop,disposals,disposals_prop,effective_disposals,disposal_efficiency_percentage,goals,goals_prop,behinds,behinds_prop,tackles,tackles_prop,rebounds,inside_fifties,inside_fifties_prop,clearances,clearances_prop,clangers,free_kicks_for,free_kicks_against,contested_possessions,contested_possessions_prop,uncontested_possessions,uncontested_possessions_prop,contested_marks,contested_marks_prop,marks_inside_fifty,marks_inside_fifty_prop,one_percenters,bounces,goal_assists,goal_assists_prop,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers_prop,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,shots_at_goal,shots_at_goal_prop,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
7,0.01639344262295082,1,0.006993006993006993,2,0.006153846153846154,9,0.011968085106382979,5,56,0,0,0,0,0,0,3,1,0.009615384615384616,0,0,3,1,1,4,0.01238390092879257,2,0.004807692307692308,0,0,0,0,8,0,0,0,100,26,35,0,0,0,175,0.024691358024691357,7,0,0,2,0,0,5,4,0,3,1,0,5,7.7,0,0,0,8,9,7,10,67,1,1,0,0,100,0,1,0,0,0,0,0,0,0,0.09254280477762222,Jake Lever,0,15942,8,Melbourne,2021,19,0
9,0.02097902097902098,5,0.02857142857142857,2,0.006309148264984227,11,0.014745308310991957,8,73,0,0,1,0.05263157894736842,2,0.015151515151515152,0,4,0.041666666666666664,0,0,0,0,0,2,0.007662835249042145,8,0.017699115044247787,0,0,0,0,3,0,0,0,97,56,56,0,0,3,160,0.014388489208633094,1,0,0,0,3,0,2,6,1,2,0,4,7,2.5,1,1,0.021739130434782608,3,13,13,8,61,0,0,0,0,126,1,0,0,0,0,1,0,0,0,-0.029689067974686623,Tim Membrey,0,16054,18,St Kilda,2021,40,0
9,0.020785219399538105,9,0.04568527918781726,4,0.014035087719298246,13,0.018105849582172703,10,77,3,0.10714285714285714,0,0,3,0.033707865168539325,0,1,0.01020408163265306,0,0,5,1,2,5,0.018726591760299626,9,0.019823788546255508,1,0.03225806451612903,3,0.1,1,0,0,0,96,88,90,0,0,6,272,0.024,1,1,0,0,2,1,4,9,0,1,0,5,14,15.2,0,3,0.05555555555555555,1,7,9,14,93,0,0,0,0,216,1,0,0,0,0,1,0,0,0,-0.012623979710042477,Jack Darling,0,15891,2,West Coast,2021,36,0
9,0.019867549668874173,5,0.026041666666666668,3,0.009375,12,0.015523932729624839,9,75,1,0.03125,2,0.11764705882352941,2,0.022988505747126436,1,2,0.01818181818181818,1,0.014492753623188406,1,2,1,11,0.04365079365079365,4,0.007920792079207921,2,0.1,1,0.043478260869565216,6,0,0,0,90,63,87,0,1,9,190,0.014492753623188406,1,2,0,0,2,0,1,6,2,5,0,2,10,13.2,1,3,0.05555555555555555,3,2,11,16,107,0,0,0,0,89,0,1,0,1,0,0,0,0,0,-0.04993007704615593,Harry Himmelberg,0,15940,8,Greater Western Sydney,2021,41,0
5,0.011312217194570135,5,0.022123893805309734,15,0.040983606557377046,20,0.024752475247524754,15,75,0,0,0,0,0,0,0,1,0.010638297872340425,5,0.09615384615384616,3,0,1,9,0.03982300884955752,12,0.020761245674740483,0,0,1,0.038461538461538464,7,0,0,0,92,90,115,3,2,6,61,0.028169014084507043,4,0,0,0,0,0,1,3,0,8,1,0,7,13.4,4,0,0,6,33,8,8,56,0,0,0,0,271,1,0,0,0,0,0,0,1,0,0.024303583428263664,Todd Goldstein,0,16081,21,North Melbourne,2021,18,0
17,0.041666666666666664,2,0.011627906976744186,16,0.0431266846361186,33,0.04236200256739409,24,73,1,0.037037037037037035,1,0.058823529411764705,11,0.0859375,4,7,0.05982905982905983,5,0.08064516129032258,3,4,1,13,0.04744525547445255,19,0.039014373716632446,0,0,0,0,3,1,0,0,81,141,133,2,3,8,475,0.058823529411764705,7,0,0,0,0,0,16,10,1,10,0,1,25,16.3,4,2,0.0392156862745098,3,1,13,13,91,0,0,4,0,79,1,0,1,0,0,0,0,0,0,1.6461842060089111,Andrew McGrath,0,15879,1,Essendon,2021,3,1
15,0.03325942350332594,5,0.03546099290780142,12,0.041237113402061855,27,0.03638814016172507,17,63,0,0,0,0,5,0.034722222222222224,2,4,0.037037037037037035,3,0.038461538461538464,4,1,2,8,0.025078369905956112,19,0.04884318766066838,1,0.058823529411764705,0,0,0,0,1,0.08333333333333333,89,99,96,0,3,1,353,0.04522613065326633,4,0,0,1,1,0,11,7,0,6,0,0,15,6.4,0,0,0,0,57,9,6,45,0,0,0,0,86,1,0,1,0,0,0,0,0,0,0.25561195611953735,Kyle Langford,0,15916,5,Essendon,2021,10,0
8,0.01652892561983471,8,0.03278688524590164,2,0.006920415224913495,10,0.0129366106080207,8,80,2,0.10526315789473684,1,0.0625,1,0.009174311926605505,0,3,0.030927835051546393,0,0,2,1,0,4,0.014598540145985401,6,0.012096774193548387,2,0.05405405405405406,2,0.1,0,0,0,0,93,70,70,0,0,4,227,0.02054794520547945,0,0,0,0,3,2,3,6,1,1,0,2,11,8.3,0,3,0.07317073170731707,0,24,7,12,79,0,0,0,0,38,0,1,0,1,0,0,0,0,0,-0.006021205335855484,Ben King,0,15930,7,Gold Coast,2021,29,0
3,0.007462686567164179,1,0.005952380952380952,5,0.02040816326530612,8,0.012364760432766615,5,63,0,0,0,0,5,0.049019607843137254,1,2,0.020618556701030927,0,0,4,0,3,1,0.004132231404958678,6,0.0160857908847185,0,0,0,0,2,0,2,0.08,72,33,36,0,0,2,82,0.025,2,2,0,0,1,0,8,1,0,1,0,0,17,4.1,0,0,0,1,21,10,17,112,0,0,0,0,205,0,1,0,1,0,0,0,0,0,0.030935779213905334,Luke Dahlhaus,0,16009,13,Geelong,2021,17,0
9,0.02088167053364269,7,0.03684210526315789,1,0.0034965034965034965,10,0.01394700139470014,4,40,1,0.05263157894736842,3,0.14285714285714285,1,0.009615384615384616,0,2,0.020202020202020204,0,0,5,1,2,6,0.02158273381294964,4,0.009523809523809525,4,0.14285714285714285,3,0.14285714285714285,1,0,0,0,93,58,42,0,0,6,322,0.034482758620689655,0,0,0,0,4,2,1,3,1,1,0,1,9,0,0,6,0.11764705882352941,0,19,13,11,79,0,1,0,0,312,0,1,0,1,0,0,0,0,0,-0.07722172886133194,Lance Franklin,0,16049,17,Sydney,2021,42,0
18,0.04295942720763723,9,0.06666666666666667,10,0.026041666666666668,28,0.034869240348692404,15,54,1,0.05555555555555555,2,0.1111111111111111,4,0.026490066225165563,1,4,0.034482758620689655,4,0.057971014492753624,5,0,1,12,0.03761755485893417,15,0.03296703296703297,5,0.23809523809523808,4,0.21052631578947367,0,0,0,0,83,122,99,2,2,5,508,0.045714285714285714,3,0,0,0,1,1,9,6,1,7,1,0,18,13.1,1,4,0.0784313725490196,0,34,12,6,48,0,0,0,0,53,1,0,1,0,0,0,0,0,0,-0.04493232071399689,Shai Bolton,0,15924,6,Richmond,2021,42,0
11,0.023060796645702306,6,0.022388059701492536,3,0.008849557522123894,14,0.01715686274509804,10,71,1,0.05,1,0.07142857142857142,0,0,1,3,0.034482758620689655,1,0.016666666666666666,0,0,0,4,0.019230769230769232,10,0.016611295681063124,0,0,1,0.03571428571428571,0,0,2,0.11764705882352941,76,64,66,0,1,7,210,0,1,0,0,0,1,0,9,7,2,4,0,0,18,9.9,0,2,0.05,0,45,6,14,90,0,0,0,0,120,0,1,0,0,0,1,0,0,0,0.024122463539242744,Josh Thomas,0,16073,20,Collingwood,2021,21,0
5,0.011286681715575621,2,0.00816326530612245,4,0.012578616352201259,9,0.011826544021024968,6,67,0,0,1,0.06666666666666667,1,0.011904761904761904,0,1,0.009900990099009901,0,0,3,0,0,2,0.00881057268722467,7,0.013059701492537313,0,0,1,0.030303030303030304,0,0,2,0.07692307692307693,77,34,26,0,0,3,103,0.017241379310344827,1,0,0,0,0,0,5,3,0,2,0,1,21,0.9,0,1,0.0196078431372549,0,72,9,10,69,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0.012218000367283821,Jack Mahony,0,15978,10,North Melbourne,2021,24,0
10,0.02207505518763797,2,0.017241379310344827,9,0.033582089552238806,19,0.026352288488210817,12,63,0,0,0,0,4,0.03389830508474576,4,2,0.015873015873015872,2,0.02247191011235955,6,1,3,7,0.022727272727272728,11,0.0291005291005291,0,0,0,0,4,0,0,0,70,62,60,0,2,3,216,0.03614457831325301,6,0,1,3,0,0,10,5,0,6,0,0,11,4.7,1,0,0,4,8,8,13,86,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.03384295105934143,Tom Highmore,0,15882,1,St Kilda,2021,13,0
10,0.024630541871921183,5,0.028901734104046242,5,0.016556291390728478,15,0.0211864406779661,10,67,1,0.05263157894736842,1,0.047619047619047616,5,0.04807692307692308,0,3,0.025423728813559324,1,0.016129032258064516,3,1,1,3,0.01090909090909091,13,0.030732860520094562,0,0,1,0.038461538461538464,1,0,2,0.13333333333333333,73,80,78,1,0,4,232,0.025477707006369428,1,1,0,0,0,0,10,6,0,2,0,0,24,7.2,0,2,0.038461538461538464,0,22,14,11,80,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.06327685713768005,James Jordon,0,15877,1,Melbourne,2021,13,0
16,0.03644646924829157,6,0.03389830508474576,5,0.02066115702479339,21,0.030837004405286344,15,71,1,0.05,1,0.05,7,0.06140350877192982,1,5,0.04716981132075472,0,0,3,0,2,4,0.014492753623188406,17,0.04392764857881137,0,0,1,0.041666666666666664,1,0,0,0,82,105,104,0,0,6,370,0.04861111111111111,6,1,1,1,0,0,10,10,0,4,2,2,21,7.4,1,2,0.046511627906976744,0,10,17,10,77,0,0,0,1,168,0,1,0,1,0,0,0,0,0,0.36787110567092896,David Swallow,0,16034,16,Gold Coast,2021,10,0
14,0.03271028037383177,9,0.0481283422459893,2,0.005988023952095809,16,0.02099737532808399,10,63,2,0.11764705882352941,1,0.058823529411764705,2,0.021505376344086023,2,3,0.028037383177570093,1,0.014285714285714285,3,0,1,2,0.00749063670411985,12,0.025210084033613446,0,0,2,0.08,2,0,0,0,81,91,73,0,1,6,385,0.012987012987012988,2,0,1,1,0,0,4,8,0,2,0,2,19,11,2,4,0.08163265306122448,2,30,5,7,47,0,0,0,0,59,1,0,0,0,0,0,0,0,1,0.14697466790676117,Jaidyn Stephenson,0,15919,5,North Melbourne,2021,13,0
12,0.02390438247011952,3,0.016483516483516484,3,0.013215859030837005,15,0.0205761316872428,8,53,0,0,0,0,9,0.06428571428571428,0,4,0.039603960396039604,0,0,4,1,1,3,0.010238907849829351,12,0.03,0,0,0,0,2,1,1,0.07692307692307693,80,85,67,0,0,3,229,0.027210884353741496,1,2,0,0,3,1,4,6,0,1,0,0,28,2.4,1,0,0,2,11,11,8,59,0,0,0,0,55,1,0,0,1,0,0,0,0,0,0.04168245196342468,Darcy MacPherson,0,15906,4,Gold Coast,2021,20,0
10,0.023529411764705882,5,0.026041666666666668,3,0.010638297872340425,13,0.018387553041018388,10,77,0,0,0,0,4,0.032,1,3,0.031578947368421054,0,0,3,1,1,6,0.022304832713754646,8,0.017977528089887642,0,0,0,0,14,0,0,0,90,65,86,0,0,3,227,0.03773584905660377,6,0,0,3,0,0,5,7,0,4,1,0,8,16.4,1,1,0.017543859649122806,12,16,15,13,93,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0.001743211643770337,Jack Buckley,0,15962,10,Greater Western Sydney,2021,24,0
5,0.011764705882352941,2,0.010869565217391304,5,0.02127659574468085,10,0.015151515151515152,9,90,0,0,0,0,2,0.01680672268907563,3,0,0,2,0.027777777777777776,4,2,3,7,0.025830258302583026,5,0.013262599469496022,0,0,0,0,5,0,0,0,84,32,62,0,2,2,204,0.007751937984496124,7,0,1,4,0,0,9,5,0,4,2,0,11,7.6,0,0,0,3,22,13,14,97,0,0,0,0,164,0,1,0,0,1,0,0,0,0,0.12719881534576416,Michael Hibberd,0,15997,12,Melbourne,2021,12,0
8,0.018823529411764704,5,0.02717391304347826,4,0.01702127659574468,12,0.01818181818181818,11,92,0,0,0,0,8,0.06722689075630252,3,1,0.009708737864077669,1,0.013888888888888888,1,2,0,6,0.02214022140221402,6,0.015915119363395226,1,0.034482758620689655,0,0,1,0,0,0,72,81,76,1,0,5,145,0.023255813953488372,2,2,0,0,3,0,11,7,0,4,0,1,25,7,1,0,0,1,22,9,11,75,0,0,0,0,10,1,0,0,0,1,0,0,0,0,-0.06591327488422394,Deven Robertson,0,15997,12,Brisbane Lions,2021,44,0
3,0.007009345794392523,3,0.014925373134328358,3,0.010830324909747292,6,0.00851063829787234,5,83,3,0.10344827586206896,0,0,0,0,0,1,0.01020408163265306,0,0,1,0,0,1,0.0037735849056603774,5,0.011682242990654205,1,0.03333333333333333,3,0.10714285714285714,0,0,1,0.05263157894736842,80,42,53,0,0,4,94,0.007751937984496124,0,0,0,0,3,0,1,3,0,0,0,0,3,9.1,0,3,0.05555555555555555,0,28,11,12,83,0,0,0,0,32,1,0,0,1,0,0,0,0,0,-0.0034229233860969543,Darcy Fogarty,0,15985,11,Adelaide,2021,27,0
19,0.043478260869565216,3,0.01675977653631285,10,0.043478260869565216,29,0.043478260869565216,26,90,0,0,0,0,4,0.02962962962962963,6,2,0.0196078431372549,1,0.014285714285714285,0,2,0,4,0.014598540145985401,19,0.049868766404199474,0,0,0,0,3,0,0,0,92,104,142,0,1,2,384,0.04,5,0,0,2,0,0,7,16,0,3,1,0,9,13.5,1,0,0,3,22,10,15,100,0,0,4,0,165,0,1,0,0,0,0,0,0,0,1.0373284816741943,Jake Lloyd,0,15986,11,Sydney,2021,4,0
7,0.01580135440180587,0,0,6,0.022813688212927757,13,0.018413597733711047,8,62,0,0,1,0.05,3,0.030927835051546393,0,3,0.028846153846153848,3,0.05,2,0,0,4,0.016194331983805668,9,0.019867549668874173,0,0,0,0,0,0,1,0.058823529411764705,69,46,42,1,2,5,279,0.022900763358778626,1,0,0,0,0,0,7,2,0,4,0,0,11,5.6,1,1,0.0196078431372549,0,10,13,10,73,0,0,0,0,22,1,0,0,0,0,1,0,0,0,0.018089760094881058,Harry Schoenberg,0,16033,15,Adelaide,2021,24,0
10,0.023094688221709007,3,0.017857142857142856,11,0.03503184713375796,21,0.028112449799196786,13,62,0,0,0,0,4,0.03773584905660377,3,2,0.01818181818181818,2,0.03333333333333333,2,2,1,15,0.054945054945054944,6,0.01312910284463895,0,0,0,0,2,0,0,0,83,76,96,0,2,3,240,0.03468208092485549,11,0,1,2,0,0,8,5,0,12,1,0,13,15.7,2,0,0,1,2,13,11,79,0,0,0,0,75,0,1,0,0,1,0,0,0,0,0.1510511338710785,Ryan Burton,0,15903,4,Port Adelaide,2021,12,0
10,0.02457002457002457,2,0.010752688172043012,3,0.008955223880597015,13,0.01752021563342318,10,77,0,0,0,0,4,0.03389830508474576,2,2,0.020618556701030927,0,0,5,0,2,3,0.011320754716981131,9,0.01948051948051948,0,0,0,0,3,0,0,0,76,52,50,0,0,2,285,0.02877697841726619,4,0,0,0,0,0,9,8,0,3,1,0,12,4,1,0,0,3,86,14,20,134,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0.035944078117609024,Rhyan Mansell,0,15911,5,Richmond,2021,20,0
5,0.012077294685990338,2,0.012345679012345678,2,0.006920415224913495,7,0.00995732574679943,2,29,1,0.034482758620689655,1,0.07142857142857142,0,0,0,0,0,1,0.014925373134328358,2,0,2,4,0.013559322033898305,3,0.007594936708860759,1,0.02857142857142857,2,0.10526315789473684,0,0,0,0,92,26,24,0,1,4,111,0.02054794520547945,0,0,0,0,3,1,0,1,3,3,0,0,10,-2.1,1,4,0.07407407407407407,0,1,11,14,95,0,1,0,0,70,1,0,0,1,0,0,0,0,0,0.005403945688158274,Bayley Fritsch,0,15959,10,Melbourne,2021,22,0
8,0.01762114537444934,3,0.01694915254237288,4,0.013986013986013986,12,0.016216216216216217,7,58,3,0.13043478260869565,2,0.1111111111111111,2,0.02,0,0,0,2,0.02666666666666667,4,1,2,7,0.02456140350877193,5,0.011013215859030838,1,0.05,2,0.1,1,0,0,0,85,64,94,0,2,7,207,0.028169014084507043,1,0,0,0,3,1,2,4,3,5,0,1,16,11.4,2,7,0.14583333333333334,0,16,15,12,87,0,1,0,0,145,0,1,0,0,0,1,0,0,0,0.09618458151817322,Jake Stringer,0,15984,11,Essendon,2021,12,0
11,0.024886877828054297,5,0.021929824561403508,4,0.013986013986013986,15,0.020604395604395604,10,67,0,0,0,0,0,0,0,4,0.04,2,0.029850746268656716,1,1,0,5,0.019083969465648856,9,0.019823788546255508,0,0,0,0,3,0,0,0,83,57,66,0,2,3,385,0.029850746268656716,3,0,0,0,0,0,4,9,0,4,0,0,9,8.4,2,0,0,2,22,11,11,77,0,0,0,0,114,0,1,0,0,0,0,0,0,1,0.009949860163033009,Kamdyn McIntosh,0,15929,7,Richmond,2021,28,0
4,0.009345794392523364,4,0.0213903743315508,4,0.011976047904191617,8,0.010498687664041995,4,50,0,0,0,0,3,0.03225806451612903,2,0,0,1,0.014285714285714285,3,0,1,4,0.0149812734082397,4,0.008403361344537815,0,0,2,0.08,1,0,0,0,79,41,37,0,1,0,123,0.025974025974025976,1,2,0,1,0,0,5,1,1,4,0,2,15,0.9,0,2,0.04081632653061224,1,30,5,7,47,0,0,0,0,15,1,0,0,0,0,1,0,0,0,0.0034349921625107527,Jack Mahony,0,15919,5,North Melbourne,2021,21,0
20,0.046620046620046623,13,0.07878787878787878,5,0.017921146953405017,25,0.03531073446327684,22,88,0,0,0,0,0,0,9,0,0,0,0,3,1,0,3,0.010752688172043012,19,0.04600484261501211,0,0,0,0,8,0,0,0,92,110,107,0,0,1,472,0.02097902097902098,8,0,1,1,0,0,5,19,0,2,3,0,8,9,1,0,0,8,41,8,15,98,1,1,0,0,101,0,1,0,0,1,0,0,0,0,0.25853076577186584,Tom Stewart,0,16035,16,Geelong,2021,10,0
7,0.015384615384615385,5,0.02512562814070352,6,0.015706806282722512,13,0.015531660692951015,11,85,0,0,0,0,1,0.008333333333333333,5,0,0,0,0,0,0,0,5,0.017421602787456445,9,0.0166358595194085,0,0,0,0,2,0,0,0,87,52,49,0,0,3,187,0.0072992700729927005,6,0,1,3,0,0,10,5,0,4,1,0,16,8.9,2,0,0,1,69,5,9,59,0,0,0,0,14,1,0,0,0,1,0,0,0,0,-0.007590417750179768,Changkuoth Jiath,0,15932,7,Hawthorn,2021,34,0
5,0.01182033096926714,1,0.006134969325153374,5,0.018656716417910446,10,0.01447178002894356,6,60,0,0,0,0,0,0,0,0,0,5,0.07246376811594203,4,2,2,8,0.031746031746031744,2,0.004866180048661801,0,0,0,0,3,0,0,0,89,48,51,2,3,4,88,0.016129032258064516,1,0,0,0,3,0,4,2,0,4,0,1,7,7.9,3,0,0,1,33,22,11,88,0,0,0,0,39,1,0,0,0,0,0,0,1,0,-0.058664336800575256,Reilly O'Brien,0,15886,2,Adelaide,2021,37,0
6,0.013986013986013986,2,0.011428571428571429,10,0.031545741324921134,16,0.021447721179624665,11,69,0,0,0,0,0,0,0,3,0.03125,0,0,3,0,0,4,0.01532567049808429,13,0.028761061946902654,0,0,0,0,1,0,1,0.1,80,44,35,0,0,3,206,0.014388489208633094,3,0,0,0,0,0,2,3,0,3,0,0,7,0,0,0,0,0,13,13,8,61,0,0,0,0,142,1,0,0,0,0,0,0,0,1,-0.0033177873119711876,Jack Billings,0,16054,18,St Kilda,2021,25,0
7,0.016706443914081145,4,0.02127659574468085,7,0.027450980392156862,14,0.020771513353115726,12,86,0,0,1,0.05,2,0.014814814814814815,0,1,0.010752688172043012,0,0,1,0,0,2,0.00796812749003984,12,0.029484029484029485,0,0,0,0,0,0,1,0.05555555555555555,90,56,52,0,0,5,99,0.009900990099009901,0,2,0,0,1,0,1,5,1,2,0,0,11,6.7,0,1,0.020833333333333332,0,20,8,10,68,0,0,1,0,24,1,0,0,0,0,1,0,0,0,0.020912349224090576,Bailey Scott,0,15982,11,North Melbourne,2021,19,0
5,0.011135857461024499,2,0.010526315789473684,2,0.006430868167202572,7,0.009210526315789473,4,57,1,0.043478260869565216,0,0,8,0.06451612903225806,0,2,0.02,0,0,3,0,1,3,0.010526315789473684,4,0.009029345372460496,0,0,0,0,1,0,0,0,61,60,56,0,0,3,88,0.006097560975609756,1,7,0,0,0,0,2,3,1,1,0,2,16,4.7,0,1,0.025,0,30,6,9,60,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0.16385239362716675,Beau McCreery,0,15907,4,Collingwood,2021,11,0
10,0.021929824561403508,6,0.0273972602739726,3,0.009900990099009901,13,0.017127799736495388,8,62,1,0.043478260869565216,1,0.043478260869565216,3,0.02654867256637168,3,2,0.018691588785046728,2,0.029411764705882353,2,1,0,4,0.016,10,0.02012072434607646,0,0,0,0,3,0,0,0,82,74,68,0,2,4,302,0.020833333333333332,1,1,0,0,2,1,8,6,0,2,0,1,20,9.2,2,2,0.03333333333333333,2,18,7,11,73,0,0,0,0,42,1,0,0,0,0,0,0,0,1,0.041069455444812775,Josh Battle,0,15888,2,St Kilda,2021,16,0
12,0.03007518796992481,1,0.006369426751592357,7,0.021671826625386997,19,0.02631578947368421,14,74,0,0,1,0.1,3,0.02459016393442623,4,1,0.011363636363636364,0,0,1,2,0,5,0.017857142857142856,12,0.027210884353741496,0,0,0,0,2,0,0,0,81,68,87,0,0,2,309,0.007874015748031496,5,0,0,1,0,0,11,7,0,3,0,0,12,7.9,1,1,0.020833333333333332,2,26,6,11,72,0,0,0,0,27,1,0,0,0,1,0,0,0,0,-0.038558170199394226,Isaac Cumming,0,16060,18,Greater Western Sydney,2021,40,0
21,0.04585152838427948,10,0.04,23,0.06571428571428571,44,0.054455445544554455,37,84,1,0.037037037037037035,0,0,3,0.03296703296703297,1,7,0.07526881720430108,8,0.1111111111111111,4,3,1,12,0.05194805194805195,33,0.05779334500875657,0,0,0,0,1,0,1,0.041666666666666664,85,157,150,4,4,12,400,0.05555555555555555,3,0,0,0,0,0,5,16,0,7,1,0,14,16,3,1,0.025,0,19,7,15,97,0,1,9,0,148,0,1,1,0,0,0,0,0,0,2.561460494995117,Tom Mitchell,0,16084,21,Hawthorn,2021,1,3
18,0.04176334106728538,5,0.03355704697986577,12,0.034782608695652174,30,0.03865979381443299,18,60,1,0.043478260869565216,2,0.11764705882352941,7,0.05343511450381679,1,11,0.10784313725490197,8,0.1,6,1,1,17,0.054838709677419356,17,0.03640256959314775,2,0.06896551724137931,1,0.045454545454545456,7,2,2,0.1111111111111111,87,127,143,3,5,9,641,0.07142857142857142,3,0,0,0,0,0,19,10,0,8,0,0,39,23.4,2,3,0.06521739130434782,4,5,12,11,78,1,1,6,1,158,1,0,1,0,0,0,0,0,0,1.2551214694976807,Marcus Bontempelli,0,16020,14,Western Bulldogs,2021,6,0
16,0.03644646924829157,9,0.03879310344827586,3,0.009900990099009901,19,0.025606469002695417,18,95,0,0,0,0,1,0.011764705882352941,6,0,0,0,0,2,1,1,1,0.0043859649122807015,14,0.02702702702702703,0,0,0,0,5,0,0,0,88,83,80,0,0,0,183,0.015503875968992248,4,0,0,1,0,0,3,15,0,0,2,0,3,4.3,0,0,0,4,38,6,16,102,0,0,0,0,47,0,1,0,0,1,0,0,0,0,0.05072631686925888,Jordan Ridley,0,16104,23,Essendon,2021,19,0
16,0.03611738148984198,11,0.044897959183673466,10,0.031446540880503145,26,0.03416557161629435,24,92,0,0,0,0,1,0.011904761904761904,2,1,0.009900990099009901,0,0,1,0,0,5,0.022026431718061675,21,0.03917910447761194,0,0,0,0,1,0,0,0,85,105,101,0,0,5,255,0.02586206896551724,9,0,1,1,0,0,7,14,2,5,4,0,9,10,2,0,0,0,72,9,22,141,0,0,2,1,180,0,1,0,0,1,0,0,0,0,0.6093560457229614,Dyson Heppell,0,15978,10,Essendon,2021,6,0
3,0.0069605568445475635,1,0.006711409395973154,4,0.011594202898550725,7,0.00902061855670103,7,100,0,0,0,0,1,0.007633587786259542,0,1,0.00980392156862745,0,0,0,0,0,2,0.0064516129032258064,5,0.010706638115631691,0,0,0,0,0,0,0,0,41,24,30,0,0,3,88,0.006493506493506494,1,0,0,0,1,0,0,3,1,2,0,0,11,3.1,0,0,0,0,5,12,11,78,0,0,0,0,154,1,0,1,0,0,0,0,0,0,-0.005107756704092026,Mitch Wallis,0,16020,14,Western Bulldogs,2021,29,0
8,0.017699115044247787,6,0.02531645569620253,5,0.01953125,13,0.018361581920903956,10,77,0,0,0,0,1,0.010869565217391304,2,1,0.00980392156862745,0,0,1,0,0,4,0.017316017316017316,9,0.019438444924406047,2,0.07407407407407407,1,0.03125,5,0,1,0.047619047619047616,82,63,90,0,0,5,133,0.016,4,0,0,0,0,0,4,6,0,2,1,0,6,10.6,2,0,0,5,29,12,16,108,0,0,0,0,19,0,1,0,1,0,0,0,0,0,-0.00357883982360363,Lewis Young,0,16042,16,Western Bulldogs,2021,34,0
10,0.021645021645021644,4,0.018433179723502304,1,0.003436426116838488,11,0.014608233731739707,4,36,2,0.07407407407407407,5,0.35714285714285715,2,0.022988505747126436,0,3,0.03296703296703297,0,0,2,2,1,9,0.03202846975088968,4,0.008368200836820083,2,0.09523809523809523,1,0.045454545454545456,1,0,0,0,72,68,77,0,0,8,290,0.015037593984962405,0,0,0,0,6,2,2,4,2,5,0,1,13,6.2,0,8,0.1568627450980392,1,27,10,11,76,0,0,0,0,63,1,0,0,0,0,1,0,0,0,-0.4027937352657318,Brody Mihocek,0,15912,5,Collingwood,2021,45,0
7,0.01627906976744186,5,0.024154589371980676,10,0.028901734104046242,17,0.02190721649484536,13,77,0,0,0,0,2,0.018518518518518517,1,1,0.009433962264150943,0,0,3,0,1,3,0.01107011070110701,14,0.028282828282828285,1,0.05263157894736842,0,0,2,0,0,0,85,61,59,0,0,3,291,0.022556390977443608,3,0,0,3,0,0,4,5,0,1,1,0,5,8.1,0,1,0.022727272727272728,2,11,9,8,57,0,0,0,0,60,1,0,0,0,0,0,0,0,0,-0.0017410946311429143,Jayden Laverde,0,16030,15,Essendon,2021,30,0
15,0.033112582781456956,7,0.0603448275862069,11,0.041044776119402986,26,0.036061026352288486,18,69,0,0,1,0.07142857142857142,3,0.025423728813559324,7,4,0.031746031746031744,0,0,4,0,0,6,0.01948051948051948,17,0.04497354497354497,1,0.07692307692307693,0,0,6,0,0,0,81,101,104,0,0,3,409,0.03614457831325301,12,0,0,3,0,0,9,11,0,5,6,0,11,8.1,3,1,0.01818181818181818,5,8,12,11,78,0,0,3,0,53,1,0,0,0,0,0,0,0,0,-0.026217781007289886,Harry Perryman,0,15882,1,Greater Western Sydney,2021,33,0
4,0.007766990291262136,0,0,10,0.0390625,14,0.018158236057068743,11,79,0,0,1,0.047619047619047616,1,0.0136986301369863,0,3,0.03125,6,0.1,2,1,1,10,0.042735042735042736,4,0.007561436672967864,0,0,0,0,0,0,1,0.09090909090909091,66,57,86,2,4,5,129,0.007936507936507936,0,0,0,0,1,0,3,2,2,5,0,0,11,12.2,4,1,0.02040816326530612,0,25,11,12,83,1,1,0,0,184,0,1,0,0,0,0,0,1,0,0.021945785731077194,Nic Naitanui,0,15883,1,West Coast,2021,19,0
