kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,rolling_avg_games_polled,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
13,3,11,24,18,75,0,0,0,4,0,5,3,5,1,2,7,17,0,0,0,0,2,86,81,117,1,2,7,323,4,0,0,0,0,0,0,7,8,3,5,0,0,0,0,14,9.4,0,1,1,0,38,7,14,91,0,0,2,1,146,0.23015873015873015,0.037900874635568516,0.022388059701492536,0.03914590747330961,0.038461538461538464,0,0,0.037037037037037035,0.06097560975609756,0.04918032786885246,0.03017241379310345,0.04358974358974359,0,0,0.13333333333333333,0.04,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3546183109283447,Stephen Coniglio,0,15830,14,Greater Western Sydney,2020,5,0
7,2,7,14,8,57,1,0,0,3,0,2,3,2,1,1,4,10,0,0,1,0,1,87,57,74,2,1,5,254,1,0,1,0,0,2,0,3,2,1,3,0,0,0,0,13,5.2,0,0,2,1,38,7,14,91,0,0,0,0,154,0.11851851851851852,0.02040816326530612,0.014925373134328358,0.02491103202846975,0.022435897435897436,0.045454545454545456,0,0.027777777777777776,0.024390243902439025,0.04918032786885246,0.017241379310344827,0.02564102564102564,0,0,0.06666666666666667,0.01,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.002309775445610285,Toby Greene,0,15830,14,Greater Western Sydney,2020,15,0
10,2,6,16,13,81,0,0,0,1,2,5,2,0,2,0,7,9,0,0,2,0,1,88,54,86,0,2,2,280,4,5,0,0,0,0,0,4,7,0,6,0,0,0,0,13,14,0,0,0,2,38,7,14,91,0,0,0,0,118,0,0.029154518950437316,0.014925373134328358,0.021352313167259787,0.02564102564102564,0,0,0.009259259259259259,0.06097560975609756,0.03278688524590164,0.03017241379310345,0.023076923076923078,0,0,0.06666666666666667,0.04,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.01676560752093792,Adam Kennedy,0,15830,14,Greater Western Sydney,2020,43,0
10,3,8,18,13,72,1,0,0,0,2,3,2,1,0,0,4,13,0,0,1,2,0,81,61,80,0,2,3,458,3,5,0,0,0,0,0,6,7,0,4,0,0,2,0,7,11.5,0,2,1,1,38,5,8,53,0,0,0,0,127,0,0.029154518950437316,0.022388059701492536,0.028469750889679714,0.028846153846153848,0.045454545454545456,0,0,0.036585365853658534,0.03278688524590164,0.017241379310344827,0.03333333333333333,0,0,0,0.03,0.025,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006717156618833542,Nathan Wilson,0,15830,14,Fremantle,2020,11,0
9,7,8,17,14,82,0,0,0,2,1,0,1,1,0,1,7,13,1,0,10,0,0,91,69,96,0,1,3,109,1,6,0,1,1,0,0,5,6,0,3,0,0,1,0,6,10.4,0,1,0,7,38,7,14,91,1,1,0,0,141,0.05128205128205128,0.026239067055393587,0.05223880597014925,0.028469750889679714,0.027243589743589744,0,0,0.018518518518518517,0,0.01639344262295082,0.03017241379310345,0.03333333333333333,0.06666666666666667,0,0,0.01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019467538222670555,Nick Haynes,0,15830,14,Greater Western Sydney,2020,9,0
18,9,13,31,26,84,0,0,0,1,3,3,0,2,0,0,6,24,2,0,2,1,1,90,111,167,0,0,4,537,4,9,0,1,2,0,0,3,14,0,4,0,0,4,0,4,16.4,0,1,1,0,38,7,14,91,0,0,10,0,146,0.15447154471544716,0.052478134110787174,0.06716417910447761,0.046263345195729534,0.049679487179487176,0,0,0.009259259259259259,0.036585365853658534,0,0.02586206896551724,0.06153846153846154,0.13333333333333333,0,0.06666666666666667,0.04,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.474348545074463,Lachie Whitfield,2,15830,14,Greater Western Sydney,2020,1,3
14,5,7,21,14,67,0,0,0,1,3,0,0,5,0,2,4,15,0,0,1,2,1,88,69,70,0,0,4,233,6,6,0,1,1,0,0,4,8,0,4,0,0,2,0,6,3.8,0,1,0,1,38,7,14,91,0,0,0,0,110,0.07692307692307693,0.04081632653061224,0.03731343283582089,0.02491103202846975,0.03365384615384615,0,0,0.009259259259259259,0,0,0.017241379310344827,0.038461538461538464,0,0,0.06666666666666667,0.06,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0039009887259453535,Zac Williams,0,15830,14,Greater Western Sydney,2020,39,0
4,1,2,6,3,50,0,0,0,2,1,0,0,0,0,0,1,4,0,0,4,0,0,80,27,37,0,0,0,162,1,1,0,0,2,0,0,5,2,0,1,0,0,0,0,5,0.9,0,0,0,3,38,7,14,91,0,0,0,0,96,0,0.011661807580174927,0.007462686567164179,0.0071174377224199285,0.009615384615384616,0,0,0.018518518518518517,0,0,0.004310344827586207,0.010256410256410256,0,0,0,0.01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.253285195678473e-4,Aidan Corr,0,15830,14,Greater Western Sydney,2020,23,0
4,3,3,7,5,71,2,0,0,0,0,1,0,0,0,0,4,3,1,1,2,0,0,100,39,59,0,0,3,98,2,1,0,0,0,6,1,0,4,1,3,0,0,0,0,2,6.7,0,1,2,2,38,5,8,53,0,1,0,0,84,0.014705882352941176,0.011661807580174927,0.022388059701492536,0.010676156583629894,0.011217948717948718,0.09090909090909091,0,0,0.012195121951219513,0,0.017241379310344827,0.007692307692307693,0.06666666666666667,0.06666666666666667,0,0.02,0.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034491156693547964,Matt Taberner,0,15830,14,Fremantle,2020,12,0
4,0,4,8,5,63,0,0,0,3,0,4,1,2,1,0,2,6,0,0,1,0,0,80,33,32,0,1,0,200,3,0,0,0,0,0,0,3,2,0,1,0,0,0,0,11,2.9,0,0,0,1,38,5,8,53,0,0,0,0,94,0.012987012987012988,0.011661807580174927,0,0.014234875444839857,0.01282051282051282,0,0,0.027777777777777776,0.04878048780487805,0.01639344262295082,0.008620689655172414,0.015384615384615385,0,0,0,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.462565411813557e-4,James Aish,0,15830,14,Fremantle,2020,26,0
7,2,4,11,9,82,0,0,0,5,1,4,1,1,1,0,2,9,0,0,1,0,1,37,56,74,1,0,3,252,2,1,1,0,0,0,0,4,5,0,0,0,0,0,0,8,5.4,0,0,0,0,38,7,14,91,0,0,0,0,130,0.21296296296296297,0.02040816326530612,0.014925373134328358,0.014234875444839857,0.017628205128205128,0,0,0.046296296296296294,0.04878048780487805,0.01639344262295082,0.008620689655172414,0.023076923076923078,0,0,0.06666666666666667,0.02,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002939106896519661,Josh Kelly,0,15830,14,Greater Western Sydney,2020,38,0
4,2,3,7,6,86,0,0,10,2,0,2,0,0,0,0,2,5,1,0,0,0,0,100,42,48,0,0,2,131,1,1,1,0,0,1,0,4,3,1,1,2,41.7,1,1,13,7.3,24,0,0,0,38,5,8,53,0,0,0,0,102,0.036585365853658534,0.011661807580174927,0.014925373134328358,0.010676156583629894,0.011217948717948718,0,0,0.018518518518518517,0.024390243902439025,0,0.008620689655172414,0.01282051282051282,0.06666666666666667,0,0,0.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.692060364410281e-4,Rory Lobb,0,15830,14,Fremantle,2020,22,0
3,2,3,6,6,100,0,0,0,2,2,1,1,1,1,0,3,3,0,0,1,0,0,60,30,33,0,1,2,58,0,2,0,0,1,0,0,9,3,0,2,0,0,0,0,15,2.4,0,1,0,0,38,5,8,53,0,0,0,0,65,0.11666666666666667,0.008746355685131196,0.014925373134328358,0.010676156583629894,0.009615384615384616,0,0,0.018518518518518517,0.012195121951219513,0.01639344262295082,0.01293103448275862,0.007692307692307693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1859378213994205e-4,Connor Blakely,0,15830,14,Fremantle,2020,31,0
7,3,6,13,13,100,0,0,0,3,4,0,0,2,1,1,4,8,0,0,6,1,0,79,52,79,0,0,2,129,0,7,0,1,1,0,0,7,7,0,3,0,0,2,0,7,7.5,0,1,0,5,38,5,8,53,0,0,0,0,63,0,0.02040816326530612,0.022388059701492536,0.021352313167259787,0.020833333333333332,0,0,0.027777777777777776,0,0,0.017241379310344827,0.020512820512820513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0018424680456519127,Ethan Hughes,0,15830,14,Fremantle,2020,16,0
11,3,12,23,16,70,0,0,0,6,2,3,4,0,1,0,11,12,0,0,0,0,0,77,91,117,2,2,4,288,2,2,0,0,0,0,0,11,7,1,9,0,0,0,0,16,11,0,2,0,0,38,7,14,91,0,0,1,0,80,0.017857142857142856,0.03206997084548105,0.022388059701492536,0.042704626334519574,0.03685897435897436,0,0,0.05555555555555555,0.036585365853658534,0.06557377049180328,0.047413793103448273,0.03076923076923077,0,0,0,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11482468247413635,Jacob Hopper,1,15830,14,Greater Western Sydney,2020,7,0
7,4,3,10,8,80,1,0,1,1,1,0,1,3,0,1,5,5,1,2,3,0,1,88,47,69,0,1,5,116,2,0,0,0,0,3,2,2,5,0,3,0,10,0,1,5,8.4,10,0,2,2,38,7,14,91,0,0,0,0,78,0.017857142857142856,0.02040816326530612,0.029850746268656716,0.010676156583629894,0.016025641025641024,0.045454545454545456,0,0.009259259259259259,0,0.01639344262295082,0.021551724137931036,0.01282051282051282,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.02,0.05,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.381639977917075e-4,Harry Himmelberg,0,15830,14,Greater Western Sydney,2020,33,0
13,6,12,25,19,76,1,0,0,3,2,5,4,7,0,3,11,14,0,1,1,0,1,86,90,107,0,4,7,341,3,4,1,1,1,0,0,8,8,0,10,0,0,0,0,16,13.8,0,3,1,0,38,7,14,91,0,0,2,0,70,0.09090909090909091,0.037900874635568516,0.04477611940298507,0.042704626334519574,0.04006410256410257,0.045454545454545456,0,0.027777777777777776,0.06097560975609756,0.06557377049180328,0.047413793103448273,0.035897435897435895,0,0.06666666666666667,0.06666666666666667,0.03,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4237430989742279,Tim Taranto,0,15830,14,Greater Western Sydney,2020,4,0
8,3,6,14,12,86,0,0,0,0,0,3,0,1,0,0,1,14,0,0,2,0,1,75,45,54,0,0,2,152,1,1,0,0,0,0,0,0,6,0,1,0,0,0,0,1,6.7,0,0,0,1,38,7,14,91,0,0,0,0,47,0,0.023323615160349854,0.022388059701492536,0.021352313167259787,0.022435897435897436,0,0,0,0.036585365853658534,0,0.004310344827586207,0.035897435897435895,0,0,0.06666666666666667,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0012842541327700019,Daniel Lloyd,0,15830,14,Greater Western Sydney,2020,19,0
10,0,7,17,10,59,0,0,0,5,3,1,2,4,0,1,8,10,0,0,1,0,0,82,61,69,0,2,1,229,4,3,2,0,0,0,0,5,5,0,5,0,0,0,0,14,5.5,0,1,0,0,38,7,14,91,0,0,0,0,49,0,0.029154518950437316,0,0.02491103202846975,0.027243589743589744,0,0,0.046296296296296294,0.012195121951219513,0.03278688524590164,0.034482758620689655,0.02564102564102564,0,0,0,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.989419486373663e-4,Harry Perryman,0,15830,14,Greater Western Sydney,2020,21,0
10,2,2,12,10,83,0,0,0,0,6,0,0,4,2,3,1,7,0,0,4,2,0,81,33,67,0,0,0,330,2,3,0,1,3,0,0,6,8,0,0,0,0,1,0,6,4.8,0,0,0,3,38,5,8,53,1,1,0,0,62,0.061224489795918366,0.029154518950437316,0.014925373134328358,0.0071174377224199285,0.019230769230769232,0,0,0,0,0,0.004310344827586207,0.017948717948717947,0,0,0,0.02,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004690093453973532,Luke Ryan,0,15830,14,Fremantle,2020,40,0
4,2,4,8,7,88,0,0,0,0,1,0,0,2,1,1,6,3,2,0,5,0,0,95,24,61,0,0,1,52,1,7,0,1,3,0,0,4,3,0,2,0,0,2,0,4,8.2,0,1,0,4,38,5,8,53,0,0,0,0,43,0.029411764705882353,0.011661807580174927,0.014925373134328358,0.014234875444839857,0.01282051282051282,0,0,0,0,0,0.02586206896551724,0.007692307692307693,0.13333333333333333,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012948455987498164,Brennan Cox,0,15830,14,Fremantle,2020,18,0
2,1,9,11,5,46,0,1,24,0,0,0,2,5,0,3,9,1,1,1,2,0,0,81,43,54,2,0,2,46,1,0,0,0,0,1,0,0,0,3,6,5,49,0,0,7,5.3,49,1,2,1,38,5,8,53,0,0,0,0,37,0,0.0058309037900874635,0.007462686567164179,0.03202846975088968,0.017628205128205128,0,0.1,0,0,0.03278688524590164,0.03879310344827586,0.002564102564102564,0.06666666666666667,0.06666666666666667,0,0.01,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.001561099081300199,Sean Darcy,0,15830,14,Fremantle,2020,17,0
12,5,12,24,19,79,0,0,0,8,1,3,3,5,1,3,7,18,0,0,3,0,0,80,99,115,1,2,3,358,2,1,2,0,0,1,0,12,9,1,5,0,0,1,0,30,10.3,0,0,1,1,38,5,8,53,0,0,0,0,52,0.02564102564102564,0.03498542274052478,0.03731343283582089,0.042704626334519574,0.038461538461538464,0,0,0.07407407407407407,0.036585365853658534,0.04918032786885246,0.03017241379310345,0.046153846153846156,0,0,0,0.02,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.06210957467556,Andrew Brayshaw,0,15830,14,Fremantle,2020,44,0
14,5,10,24,18,75,0,0,0,5,3,2,1,1,0,1,6,18,0,0,0,1,0,84,94,118,1,0,5,309,5,4,0,0,0,0,0,7,10,2,5,0,0,1,0,11,8.4,0,1,0,0,38,5,8,53,0,0,0,0,54,0.024390243902439025,0.04081632653061224,0.03731343283582089,0.03558718861209965,0.038461538461538464,0,0,0.046296296296296294,0.024390243902439025,0.01639344262295082,0.02586206896551724,0.046153846153846156,0,0,0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.007703018374741077,Adam Cerra,0,15830,14,Fremantle,2020,41,0
3,0,2,5,3,60,1,0,0,6,0,1,2,3,1,2,4,2,0,0,1,0,0,86,38,35,1,1,1,63,2,0,1,0,0,0,0,1,2,0,1,0,0,0,0,17,5.5,0,0,1,0,38,5,8,53,0,0,0,0,20,0,0.008746355685131196,0,0.0071174377224199285,0.008012820512820512,0.045454545454545456,0,0.05555555555555555,0.012195121951219513,0.03278688524590164,0.017241379310344827,0.005128205128205128,0,0,0,0.02,0.025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0012858029222115874,Mitch Crowden,0,15830,14,Fremantle,2020,35,0
10,3,6,16,13,81,0,0,0,2,4,3,2,4,1,1,8,8,0,0,2,0,0,82,57,86,1,1,2,380,4,7,0,0,0,0,0,4,8,0,7,0,0,1,0,8,9.9,0,1,0,1,38,5,8,53,0,0,0,0,35,0,0.029154518950437316,0.022388059701492536,0.021352313167259787,0.02564102564102564,0,0,0.018518518518518517,0.036585365853658534,0.03278688524590164,0.034482758620689655,0.020512820512820513,0,0,0,0.04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-9.418994886800647e-5,Taylin Duman,0,15830,14,Fremantle,2020,29,0
7,2,6,13,9,69,1,1,0,3,0,3,3,2,1,2,6,6,0,0,1,0,0,84,53,67,2,1,3,141,1,2,2,0,0,0,0,6,3,1,5,0,0,0,0,21,10.5,0,2,2,0,38,7,14,91,0,0,0,0,46,0,0.02040816326530612,0.014925373134328358,0.021352313167259787,0.020833333333333332,0.045454545454545456,0.1,0.027777777777777776,0.036585365853658534,0.04918032786885246,0.02586206896551724,0.015384615384615385,0,0,0,0.01,0.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.430782187730074e-4,Brent Daniels,0,15830,14,Greater Western Sydney,2020,28,0
6,3,4,10,5,50,0,1,0,4,0,2,0,2,2,0,5,5,0,0,1,0,1,84,54,45,0,0,3,180,4,1,2,0,0,0,0,2,1,0,3,0,0,0,0,12,2.6,0,0,1,0,38,5,8,53,0,0,0,0,20,0,0.01749271137026239,0.022388059701492536,0.014234875444839857,0.016025641025641024,0,0.1,0.037037037037037035,0.024390243902439025,0,0.021551724137931036,0.01282051282051282,0,0,0.06666666666666667,0.04,0.025,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019409024389460683,Lachie Schultz,0,15830,14,Fremantle,2020,36,0
8,2,6,14,9,64,1,0,0,0,0,2,2,1,1,0,5,9,0,0,0,0,0,74,49,59,0,2,3,235,5,1,0,0,0,0,0,1,4,3,4,0,0,0,0,3,6.6,0,0,1,0,38,5,8,53,0,0,0,0,19,0,0.023323615160349854,0.014925373134328358,0.021352313167259787,0.022435897435897436,0.045454545454545456,0,0,0.024390243902439025,0.03278688524590164,0.021551724137931036,0.023076923076923078,0,0,0,0.05,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0022273785434663296,Brett Bewley,0,15830,14,Fremantle,2020,37,0
7,1,6,13,9,69,2,2,0,1,0,1,2,1,1,0,7,5,0,0,0,0,0,62,55,84,1,1,7,170,1,0,0,0,0,0,0,3,4,2,6,0,0,0,0,10,11.3,0,1,4,0,38,7,14,91,0,0,0,0,11,0,0.02040816326530612,0.007462686567164179,0.021352313167259787,0.020833333333333332,0.09090909090909091,0.2,0.009259259259259259,0.012195121951219513,0.03278688524590164,0.03017241379310345,0.01282051282051282,0,0,0,0.01,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0010409229435026646,Bobby Hill,0,15830,14,Greater Western Sydney,2020,20,0
8,4,6,14,11,79,0,0,0,3,2,1,0,2,0,1,3,11,0,0,4,1,0,84,57,68,0,0,2,140,1,3,0,0,1,0,0,5,7,0,3,0,0,0,0,6,1.9,0,0,0,1,38,7,14,91,0,0,0,0,10,0,0.023323615160349854,0.029850746268656716,0.021352313167259787,0.022435897435897436,0,0,0.027777777777777776,0.012195121951219513,0,0.01293103448275862,0.028205128205128206,0,0,0,0.01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03957979567349e-4,Lachie Ash,0,15830,14,Greater Western Sydney,2020,24,0
6,2,9,15,11,73,0,0,0,2,1,4,1,2,0,1,4,11,0,0,0,0,1,73,47,54,0,1,3,216,4,1,1,0,0,0,0,4,4,0,4,0,0,0,0,15,4.8,0,1,0,0,38,5,8,53,0,0,0,0,10,0,0.01749271137026239,0.014925373134328358,0.03202846975088968,0.02403846153846154,0,0,0.018518518518518517,0.04878048780487805,0.01639344262295082,0.017241379310344827,0.028205128205128206,0,0,0.06666666666666667,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8.25490104034543e-4,Caleb Serong,0,15830,14,Fremantle,2020,34,0
4,1,4,8,3,38,1,1,0,1,0,1,0,2,0,0,4,3,0,0,0,0,0,67,34,33,0,0,3,150,4,0,0,0,0,0,0,3,1,2,4,0,0,0,0,10,4.7,0,0,2,0,38,5,8,53,0,0,0,0,2,0,0.011661807580174927,0.007462686567164179,0.014234875444839857,0.01282051282051282,0.045454545454545456,0.1,0.009259259259259259,0.012195121951219513,0,0.017241379310344827,0.007692307692307693,0,0,0,0.04,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.287405801936984e-4,Liam Henry,0,15830,14,Fremantle,2020,32,0
10,9,2,12,9,75,4,1,0,0,0,0,0,3,0,1,3,9,2,5,0,0,0,93,83,94,0,0,6,66,2,0,0,0,0,1,0,0,8,1,1,0,0,0,0,4,0.1,0,0,6,0,38,7,14,91,0,0,6,0,2,0,0.029154518950437316,0.06716417910447761,0.0071174377224199285,0.019230769230769232,0.18181818181818182,0.1,0,0,0,0.01293103448275862,0.023076923076923078,0.13333333333333333,0.3333333333333333,0,0.02,0.15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033392071723938,Jake Riccardi,0,15830,14,Greater Western Sydney,2020,2,2
6,3,0,6,5,83,1,0,17,1,0,1,1,2,2,1,5,2,1,1,1,0,0,74,53,74,0,1,5,74,1,2,0,2,3,0,0,2,5,1,2,5,47.2,1,0,8,9.4,36,2,1,1,3,7,7,49,0,0,0,0,253,0.05,0.017595307917888565,0.01948051948051948,0,0.01054481546572935,0.06666666666666667,0,0.012048192771084338,0.013157894736842105,0.019230769230769232,0.02262443438914027,0.0058823529411764705,0.043478260869565216,0.09090909090909091,0,0.007936507936507936,0.038461538461538464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.004342622589319944,Paddy Ryder,0,15831,14,St Kilda,2020,40,0
6,1,8,14,8,57,0,0,0,1,1,0,0,3,1,0,6,7,0,0,0,0,1,81,42,47,0,0,2,33,5,2,0,0,0,0,0,0,1,3,5,0,0,0,0,4,3.8,0,1,0,0,3,4,8,52,0,0,0,0,293,0.16071428571428573,0.017595307917888565,0.006493506493506494,0.03508771929824561,0.02460456942003515,0,0,0.012048192771084338,0,0,0.027149321266968326,0.020588235294117647,0,0,0.1111111111111111,0.03968253968253968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5960755990818143e-4,Nathan Jones,0,15831,14,Melbourne,2020,32,0
10,5,4,14,10,71,0,0,0,4,2,2,0,1,1,0,1,12,0,0,1,0,0,82,70,69,0,0,0,177,4,2,0,0,1,0,0,9,7,0,0,0,0,0,0,14,2,0,0,0,1,3,7,7,49,0,0,0,1,199,0.010752688172043012,0.02932551319648094,0.032467532467532464,0.017543859649122806,0.02460456942003515,0,0,0.04819277108433735,0.02631578947368421,0,0.004524886877828055,0.03529411764705882,0,0,0,0.031746031746031744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027936133556067944,Jarryn Geary,0,15831,14,St Kilda,2020,18,0
7,5,1,8,6,75,0,0,0,2,0,3,0,2,0,1,2,6,2,0,0,0,1,87,43,48,0,0,1,292,4,0,1,0,0,2,1,2,5,0,0,0,0,0,0,6,4.8,0,0,0,0,3,4,8,52,0,0,0,0,181,0.018292682926829267,0.020527859237536656,0.032467532467532464,0.0043859649122807015,0.014059753954305799,0,0,0.024096385542168676,0.039473684210526314,0,0.00904977375565611,0.01764705882352941,0.08695652173913043,0,0.1111111111111111,0.031746031746031744,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0012842541327700019,Jake Melksham,0,15831,14,Melbourne,2020,23,0
9,6,7,16,11,69,0,0,0,0,4,1,1,1,0,0,3,13,0,0,2,0,1,73,59,73,0,1,1,297,1,2,0,0,0,0,0,3,7,0,3,0,0,0,0,5,4.5,0,0,0,1,3,4,8,52,0,0,0,0,154,0.08695652173913043,0.026392961876832845,0.03896103896103896,0.03070175438596491,0.028119507908611598,0,0,0,0.013157894736842105,0.019230769230769232,0.013574660633484163,0.03823529411764706,0,0,0.1111111111111111,0.007936507936507936,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0018318765796720982,Michael Hibberd,0,15831,14,Melbourne,2020,21,0
14,9,8,22,17,77,0,0,0,1,6,0,0,1,0,0,8,11,2,0,6,0,0,95,89,149,0,0,2,311,4,12,0,0,5,0,0,1,12,0,6,0,0,6,0,2,13.1,0,1,0,6,3,4,8,52,0,0,10,0,144,0.06870229007633588,0.04105571847507331,0.05844155844155844,0.03508771929824561,0.03866432337434095,0,0,0.012048192771084338,0,0,0.03619909502262444,0.03235294117647059,0.08695652173913043,0,0,0.031746031746031744,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9114524722099304,Steven May,2,15831,14,Melbourne,2020,2,2
8,2,7,15,8,53,1,0,30,2,4,0,4,5,1,2,11,4,0,1,5,0,0,94,83,135,0,4,1,176,5,6,0,0,1,4,2,2,2,0,10,11,47.6,1,0,3,17.1,63,1,1,5,3,4,8,52,1,1,0,1,130,0.23076923076923078,0.02346041055718475,0.012987012987012988,0.03070175438596491,0.026362038664323375,0.06666666666666667,0,0.024096385542168676,0,0.07692307692307693,0.049773755656108594,0.011764705882352941,0,0.09090909090909091,0,0.03968253968253968,0.038461538461538464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11689070612192154,Max Gawn,0,15831,14,Melbourne,2020,7,0
6,4,2,8,4,50,1,0,0,3,0,1,0,0,0,0,0,8,0,1,2,0,0,85,52,58,0,0,2,129,2,0,2,0,0,3,0,0,4,0,0,0,0,0,2,6,3.2,3,0,1,2,3,4,8,52,0,0,0,0,72,0.014705882352941176,0.017595307917888565,0.025974025974025976,0.008771929824561403,0.014059753954305799,0.06666666666666667,0,0.03614457831325301,0.013157894736842105,0,0,0.023529411764705882,0,0.09090909090909091,0,0.015873015873015872,0.038461538461538464,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011569965863600373,Mitch Brown,0,15831,14,Melbourne,2020,35,0
